 ===================== NEURON LEVEL 0 ===================== 
 ----------------------- layer0_n0 ----------------------- 
75                        -> 75                       :     01001011 = 75    
3                         -> 3                        :     00000011 = 3     
5                         -> 5                        :     00000101 = 5     
-5                        -> -5                       :     11111011 = -5    
-15                       -> -15                      :     11110001 = -15   
-3                        -> -3                       :     11111101 = -3    
-8                        -> -8                       :     11111000 = -8    
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
-2                        -> -2                       :     11111110 = -2    
-3                        -> -3                       :     11111101 = -3    
0.0017466579              -> 0.0017466579             :     00000000 = 0     

 ===================== NEURON LEVEL 1 ===================== 
 ----------------------- layer0_n51 ----------------------- 
30                        -> 30                       :     00011110 = 30    
13                        -> 13                       :     00001101 = 13    
6                         -> 6                        :     00000110 = 6     
8                         -> 8                        :     00001000 = 8     
13                        -> 13                       :     00001101 = 13    
12                        -> 12                       :     00001100 = 12    
8                         -> 8                        :     00001000 = 8     
12                        -> 12                       :     00001100 = 12    
-5                        -> -5                       :     11111011 = -5    
4                         -> 4                        :     00000100 = 4     
8                         -> 8                        :     00001000 = 8     
5                         -> 5                        :     00000101 = 5     
10                        -> 10                       :     00001010 = 10    
8                         -> 8                        :     00001000 = 8     
7                         -> 7                        :     00000111 = 7     
13                        -> 13                       :     00001101 = 13    
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
5                         -> 5                        :     00000101 = 5     
8                         -> 8                        :     00001000 = 8     
3                         -> 3                        :     00000011 = 3     
8                         -> 8                        :     00001000 = 8     
6                         -> 6                        :     00000110 = 6     
-14                       -> -14                      :     11110010 = -14   
-1                        -> -1                       :     11111111 = -1    
3                         -> 3                        :     00000011 = 3     
4                         -> 4                        :     00000100 = 4     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
7                         -> 7                        :     00000111 = 7     
12                        -> 12                       :     00001100 = 12    
-1                        -> -1                       :     11111111 = -1    
-8                        -> -8                       :     11111000 = -8    
-2                        -> -2                       :     11111110 = -2    
-3                        -> -3                       :     11111101 = -3    
4                         -> 4                        :     00000100 = 4     
1                         -> 1                        :     00000001 = 1     
6                         -> 6                        :     00000110 = 6     
7                         -> 7                        :     00000111 = 7     
-9                        -> -9                       :     11110111 = -9    
-7                        -> -7                       :     11111001 = -7    
-9                        -> -9                       :     11110111 = -9    
8                         -> 8                        :     00001000 = 8     
1                         -> 1                        :     00000001 = 1     
-4                        -> -4                       :     11111100 = -4    
1                         -> 1                        :     00000001 = 1     
-4                        -> -4                       :     11111100 = -4    
-10                       -> -10                      :     11110110 = -10   
-10                       -> -10                      :     11110110 = -10   
4                         -> 4                        :     00000100 = 4     
199                       -> 199                      :     01111111 = 127   
-3                        -> -3                       :     11111101 = -3    
-5                        -> -5                       :     11111011 = -5    
2                         -> 2                        :     00000010 = 2     
3                         -> 3                        :     00000011 = 3     
-1                        -> -1                       :     11111111 = -1    
-12                       -> -12                      :     11110100 = -12   
-9                        -> -9                       :     11110111 = -9    
-4                        -> -4                       :     11111100 = -4    
-25                       -> -25                      :     11100111 = -25   
-8                        -> -8                       :     11111000 = -8    
-11                       -> -11                      :     11110101 = -11   
-16                       -> -16                      :     11110000 = -16   
0.032853287               -> 0.032853287              :     00000000 = 0     

 ===================== NEURON LEVEL 2 ===================== 
 ----------------------- layer0_n52 ----------------------- 
-12                       -> -12                      :     11110100 = -12   
14                        -> 14                       :     00001110 = 14    
18                        -> 18                       :     00010010 = 18    
16                        -> 16                       :     00010000 = 16    
16                        -> 16                       :     00010000 = 16    
13                        -> 13                       :     00001101 = 13    
12                        -> 12                       :     00001100 = 12    
8                         -> 8                        :     00001000 = 8     
11                        -> 11                       :     00001011 = 11    
14                        -> 14                       :     00001110 = 14    
7                         -> 7                        :     00000111 = 7     
12                        -> 12                       :     00001100 = 12    
12                        -> 12                       :     00001100 = 12    
6                         -> 6                        :     00000110 = 6     
6                         -> 6                        :     00000110 = 6     
7                         -> 7                        :     00000111 = 7     
7                         -> 7                        :     00000111 = 7     
6                         -> 6                        :     00000110 = 6     
7                         -> 7                        :     00000111 = 7     
15                        -> 15                       :     00001111 = 15    
4                         -> 4                        :     00000100 = 4     
2                         -> 2                        :     00000010 = 2     
0                         -> 0                        :     00000000 = 0     
-5                        -> -5                       :     11111011 = -5    
-1                        -> -1                       :     11111111 = -1    
5                         -> 5                        :     00000101 = 5     
5                         -> 5                        :     00000101 = 5     
8                         -> 8                        :     00001000 = 8     
3                         -> 3                        :     00000011 = 3     
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
11                        -> 11                       :     00001011 = 11    
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
4                         -> 4                        :     00000100 = 4     
5                         -> 5                        :     00000101 = 5     
-6                        -> -6                       :     11111010 = -6    
-11                       -> -11                      :     11110101 = -11   
4                         -> 4                        :     00000100 = 4     
-16                       -> -16                      :     11110000 = -16   
11                        -> 11                       :     00001011 = 11    
5                         -> 5                        :     00000101 = 5     
-8                        -> -8                       :     11111000 = -8    
-9                        -> -9                       :     11110111 = -9    
-7                        -> -7                       :     11111001 = -7    
0                         -> 0                        :     00000000 = 0     
-5                        -> -5                       :     11111011 = -5    
-3                        -> -3                       :     11111101 = -3    
183                       -> 183                      :     01111111 = 127   
-5                        -> -5                       :     11111011 = -5    
-13                       -> -13                      :     11110011 = -13   
-6                        -> -6                       :     11111010 = -6    
-3                        -> -3                       :     11111101 = -3    
1                         -> 1                        :     00000001 = 1     
-12                       -> -12                      :     11110100 = -12   
-12                       -> -12                      :     11110100 = -12   
5                         -> 5                        :     00000101 = 5     
-41                       -> -41                      :     11010111 = -41   
-16                       -> -16                      :     11110000 = -16   
-2                        -> -2                       :     11111110 = -2    
0.043064352               -> 0.043064352              :     00000000 = 0     

 ===================== NEURON LEVEL 3 ===================== 
 ----------------------- layer0_n53 ----------------------- 
-10                       -> -10                      :     11110110 = -10   
7                         -> 7                        :     00000111 = 7     
11                        -> 11                       :     00001011 = 11    
7                         -> 7                        :     00000111 = 7     
6                         -> 6                        :     00000110 = 6     
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
7                         -> 7                        :     00000111 = 7     
7                         -> 7                        :     00000111 = 7     
3                         -> 3                        :     00000011 = 3     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
5                         -> 5                        :     00000101 = 5     
4                         -> 4                        :     00000100 = 4     
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
3                         -> 3                        :     00000011 = 3     
3                         -> 3                        :     00000011 = 3     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-3                        -> -3                       :     11111101 = -3    
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
2                         -> 2                        :     00000010 = 2     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-3                        -> -3                       :     11111101 = -3    
2                         -> 2                        :     00000010 = 2     
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
2                         -> 2                        :     00000010 = 2     
-1                        -> -1                       :     11111111 = -1    
-8                        -> -8                       :     11111000 = -8    
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
-8                        -> -8                       :     11111000 = -8    
2                         -> 2                        :     00000010 = 2     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
-2                        -> -2                       :     11111110 = -2    
226                       -> 226                      :     01111111 = 127   
-3                        -> -3                       :     11111101 = -3    
-6                        -> -6                       :     11111010 = -6    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
4                         -> 4                        :     00000100 = 4     
-12                       -> -12                      :     11110100 = -12   
-4                        -> -4                       :     11111100 = -4    
0.009759791               -> 0.009759791              :     00000000 = 0     

 ===================== NEURON LEVEL 4 ===================== 
 ----------------------- layer0_n54 ----------------------- 
-2                        -> -2                       :     11111110 = -2    
18                        -> 18                       :     00010010 = 18    
8                         -> 8                        :     00001000 = 8     
8                         -> 8                        :     00001000 = 8     
6                         -> 6                        :     00000110 = 6     
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
17                        -> 17                       :     00010001 = 17    
6                         -> 6                        :     00000110 = 6     
8                         -> 8                        :     00001000 = 8     
3                         -> 3                        :     00000011 = 3     
3                         -> 3                        :     00000011 = 3     
3                         -> 3                        :     00000011 = 3     
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
7                         -> 7                        :     00000111 = 7     
2                         -> 2                        :     00000010 = 2     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
9                         -> 9                        :     00001001 = 9     
4                         -> 4                        :     00000100 = 4     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
-2                        -> -2                       :     11111110 = -2    
-3                        -> -3                       :     11111101 = -3    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
-3                        -> -3                       :     11111101 = -3    
-2                        -> -2                       :     11111110 = -2    
7                         -> 7                        :     00000111 = 7     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-4                        -> -4                       :     11111100 = -4    
-11                       -> -11                      :     11110101 = -11   
6                         -> 6                        :     00000110 = 6     
10                        -> 10                       :     00001010 = 10    
3                         -> 3                        :     00000011 = 3     
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
-4                        -> -4                       :     11111100 = -4    
-1                        -> -1                       :     11111111 = -1    
199                       -> 199                      :     01111111 = 127   
18                        -> 18                       :     00010010 = 18    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
6                         -> 6                        :     00000110 = 6     
20                        -> 20                       :     00010100 = 20    
-5                        -> -5                       :     11111011 = -5    
-0.0031997473             -> -0.0031997473            :     00000000 = 0     

 ===================== NEURON LEVEL 5 ===================== 
 ----------------------- layer0_n55 ----------------------- 
-41                       -> -41                      :     11010111 = -41   
21                        -> 21                       :     00010101 = 21    
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
10                        -> 10                       :     00001010 = 10    
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
5                         -> 5                        :     00000101 = 5     
5                         -> 5                        :     00000101 = 5     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
-2                        -> -2                       :     11111110 = -2    
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
-9                        -> -9                       :     11110111 = -9    
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
-6                        -> -6                       :     11111010 = -6    
14                        -> 14                       :     00001110 = 14    
-1                        -> -1                       :     11111111 = -1    
4                         -> 4                        :     00000100 = 4     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
9                         -> 9                        :     00001001 = 9     
151                       -> 151                      :     01111111 = 127   
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-3                        -> -3                       :     11111101 = -3    
-3                        -> -3                       :     11111101 = -3    
-1                        -> -1                       :     11111111 = -1    
38                        -> 38                       :     00100110 = 38    
-0.00478861               -> -0.00478861              :     00000000 = 0     

 ===================== NEURON LEVEL 6 ===================== 
 ----------------------- layer0_n56 ----------------------- 
-22                       -> -22                      :     11101010 = -22   
0                         -> 0                        :     00000000 = 0     
0                         -> 0                        :     00000000 = 0     
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-3                        -> -3                       :     11111101 = -3    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
4                         -> 4                        :     00000100 = 4     
-3                        -> -3                       :     11111101 = -3    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
192                       -> 192                      :     01111111 = 127   
5                         -> 5                        :     00000101 = 5     
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
0                         -> 0                        :     00000000 = 0     
0.000773139               -> 0.000773139              :     00000000 = 0     

 ===================== NEURON LEVEL 7 ===================== 
 ----------------------- layer0_n57 ----------------------- 
-20                       -> -20                      :     11101100 = -20   
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
2                         -> 2                        :     00000010 = 2     
5                         -> 5                        :     00000101 = 5     
5                         -> 5                        :     00000101 = 5     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
2                         -> 2                        :     00000010 = 2     
4                         -> 4                        :     00000100 = 4     
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
2                         -> 2                        :     00000010 = 2     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-6                        -> -6                       :     11111010 = -6    
-4                        -> -4                       :     11111100 = -4    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-4                        -> -4                       :     11111100 = -4    
-3                        -> -3                       :     11111101 = -3    
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
27                        -> 27                       :     00011011 = 27    
226                       -> 226                      :     01111111 = 127   
5                         -> 5                        :     00000101 = 5     
-3                        -> -3                       :     11111101 = -3    
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
3.7837577e-05             -> 3.7837577e-05            :     00000000 = 0     

 ===================== NEURON LEVEL 8 ===================== 
 ----------------------- layer0_n58 ----------------------- 
-2                        -> -2                       :     11111110 = -2    
0                         -> 0                        :     00000000 = 0     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
3                         -> 3                        :     00000011 = 3     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
-3                        -> -3                       :     11111101 = -3    
-3                        -> -3                       :     11111101 = -3    
-3                        -> -3                       :     11111101 = -3    
1                         -> 1                        :     00000001 = 1     
-3                        -> -3                       :     11111101 = -3    
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
0                         -> 0                        :     00000000 = 0     
-4                        -> -4                       :     11111100 = -4    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-13                       -> -13                      :     11110011 = -13   
9                         -> 9                        :     00001001 = 9     
241                       -> 241                      :     01111111 = 127   
2                         -> 2                        :     00000010 = 2     
-3                        -> -3                       :     11111101 = -3    
-3                        -> -3                       :     11111101 = -3    
-3                        -> -3                       :     11111101 = -3    
0                         -> 0                        :     00000000 = 0     
0.002694228               -> 0.002694228              :     00000000 = 0     

 ===================== NEURON LEVEL 9 ===================== 
 ----------------------- layer0_n59 ----------------------- 
-3                        -> -3                       :     11111101 = -3    
5                         -> 5                        :     00000101 = 5     
7                         -> 7                        :     00000111 = 7     
4                         -> 4                        :     00000100 = 4     
8                         -> 8                        :     00001000 = 8     
5                         -> 5                        :     00000101 = 5     
4                         -> 4                        :     00000100 = 4     
7                         -> 7                        :     00000111 = 7     
0                         -> 0                        :     00000000 = 0     
6                         -> 6                        :     00000110 = 6     
8                         -> 8                        :     00001000 = 8     
7                         -> 7                        :     00000111 = 7     
9                         -> 9                        :     00001001 = 9     
10                        -> 10                       :     00001010 = 10    
9                         -> 9                        :     00001001 = 9     
7                         -> 7                        :     00000111 = 7     
-3                        -> -3                       :     11111101 = -3    
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
3                         -> 3                        :     00000011 = 3     
6                         -> 6                        :     00000110 = 6     
1                         -> 1                        :     00000001 = 1     
-5                        -> -5                       :     11111011 = -5    
-1                        -> -1                       :     11111111 = -1    
3                         -> 3                        :     00000011 = 3     
5                         -> 5                        :     00000101 = 5     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
